All Star Adventure,2.3,1.1
All Star Adventure Extreme Edition,1.0
Another Mario Adventure,1.8
Bounce Tales 64,1.0 fix
Diamond Star Adventure,1.1
Emote Challenge 64 2,Final
Gamer Mario's Destiny 64,1.0.1
Katze Stuck in the Toilet 64,1.2
King Boo's Revenge 2,1.8
King Boo's Revenge X,1.8.1,1.6,1.4
Luigi and the Forest Ruins Rebooted,3.1.1,3.0,2.0
Luigi and the Violet Stars,1.2b
Mario 64 The Scepter of Soul,1.1
Mario Adventure,1.6-opt,1.3
Mario and the Magic Wand,Demo 1
Mario Don't Wear Ties,1.1,1.0
Mario Heroes 64,1.0
Mario on Indigo Island,1.3c
Mario Party 64,1.1.2
MariOf Time,1.4
Mario's Nightmare 64,1.2,1.1.1
Master Quest 2 Two - Best Buy Edition,1.1
Portal 3,1.0
Puzzles for Yoshis,1.0
Realm Invasion,1.0
Retro Mario Time,1.0
Revenge of the Others,1.0
Shining Stars 2 - Mirror Madness,4.1,1.7
Shining Stars 3 - Sanctuary of the Star Comet,2.0 Optimized,2.0
SM64 Blue Star Adventure,1.5 Deluxe,1.4,1.3
SM64 Imprisoned Stars,Demo
SM64 Last Impact,1.2,1.1
SM64 Lost Universe - Curse of Kappowser,1.1,1.0
SM64 Madness,1.0
SM64 Masters Challenge,2.1d,2.1,2.0,1.1g,1.1
SM64 Ocarina of Time,latest,old,older
SM64 ROM Hack Community Collab,fixed
SM64 Royal Legacy,1.1
SM64 Sapphire,1.0
SM64 Shining Stars,4.1,3.0,1.0
SM64 Shining Stars Repainted,1.1,1.0
SM64 The Green Stars,2.1,1.3
SM64 The Mushroom Cup,1.3.1,1.2
SM64 The Unknown Courses,2.1,2.0
Some Kind of a Crash Game,1.4,1.3,1.0
Speed Star Adventure,1.1
Star Revenge 0 - Galaxy of Origins,1.0.1
Star Revenge 0.5 - Unused Levels,1.1.1,1.1,1.0.1b
Star Revenge 1,1.1
Star Revenge 1 - Star Takeover,1.2.1
Star Revenge 1 Redone,1.3,1.1
Star Revenge 1 Redone v2,2.0.2,2.0.1,2.0
Star Revenge 1.5 - Star Takeover Redone,2.1
Star Revenge 2 (Act 2) - Night of Doom,1.0,1.0 (new HUD & title screen),1.1,1.2,1.3
Star Revenge 2 Act 1 - To the Moon,1.1,1.0
Star Revenge 2.5 - Remnant of Doom,1.2,1.1,1.0
Star Revenge 3 - Mario on An Saoire,1.1a,1.1,1.0
Star Revenge 3.5 - Vacation of Cursed Dreams,1.3,1.2a
Star Revenge 3.9 - Dreamish Block Beats,1.1,2.0,1.0
Star Revenge 4 - The Kedama Takeover,1.1.1,1.0
Star Revenge 4.5 - The Kedama Takeover Rewritten,1.2,1.1
Star Revenge 5 - Neo Blue Realm,1.3,1.1a,1.1
Star Revenge 5.5 - Destroyed Memories,1.2,1.1,1.0.2
Star Revenge 6 - Luigi's Adventure,1.3.1,1.3,1.2,1.1,1.0
