All Star Adventure,2.3,1.1
Star Revenge 6.5 - Wrath of the Dimensional Flower,1.1.1,1.1,1.0
Star Revenge 6.9 - Luigi Lost in Time,1.1,1.0
Star Revenge 6.25 - Luigi's Adventure DX,1.1,1.0.2.1,1.0.1
Star Revenge 7 - Park of Time,1.1,1.0
Star Revenge 7.5 - Kedowser's Return,1.1,1.0.1a
Star Revenge 8 - Scepter of Hope,1.3.1,1.2b,1.1
STUPID BALLZ 2.5 - Remnant of Brown,1.3
Sunshine Secret Book 64,1.0
Super Banjo-Tooie 64,1.0
Super Donkey Kong 64,1.0
Super Event Horizon,1.1
Super Mario & Planet Stardust's Rampage,2.0,1.3
Super Mario 32,2.3,2.2.,1.1
Super Mario 64 - The Missing Stars,1.1,1.2
Super Mario 64 - Twisted Adventures,2.1,2.0,1.1
Super Mario 64 - Twisted Adventures Intense Challenge,The Revival 1.0,Demo
Super Mario 64 1.5 - Ztar Attack,1.2a-nocrash,1.1b,1.0a
Super Mario 64 1.5 - Ztar Attack Rebooted,1.2
Super Mario 64 Extra,1.0
Super Mario 64 King Boo's Revenge,1.7.1,1.6,1.5,1.2
Super Mario 64 Land,1.1,1.0.1
Super Mario 64 LentiLevels,Demo 3
Super Mario 64 Peach's Memory,1.1,1.0
Super Mario 64 Peach's Memory Cut Out Levels,1.0
Super Mario 64 Stars of the Beast,1.2
Super Mario 64 Stars of the Beast 2 - The Legend of Crystal Stars,1.0
Super Mario 64 Trouble Town,1.1
Super Mario 74,1.5,1.4,1.6,1.8
Super Mario 74 Extreme Edition,1.0
Super Mario and the Cursed Castles,1.02,1.0
Super Mario and the Koopa Power,1.0.2
Super Mario and the Marvel Adventure,1.1
Super Mario Apocalypse,1.0
Super Mario Bros 3D,1.1b
Super Mario Bros. 64,Latest
Super Mario Cyclone Fighter,2.0,1.0.2b
Super Mario Fallen Stars,1.0
Super Mario Fantasy 64,1.0
Super Mario Island,Fixed
Super Mario Jammin Journey,1.4,1.3
Super Mario King Bob-omb's Revenge,1.0
Super Mario New Star,1.2
Super Mario Odyssey 64,1.0
Super Mario Rainbow Road,Plus,1.0
Super Mario Star,1.1
Super Mario Star Road,Deluxe,Final,1.01,1.0
Super Mario Super Star,1.0
Super Mario The Crystal Stars,1.01
Super Mario The Galactic Journey,1.3,1.4
Super Mario The Lost Dreams,1.2 hotfix
Super Mario The Power Star Journey,1.1
Super Mario Treasure World,1.2.1,1.0
Super Mario Treasure World - Dream Edition,1.1.5,2.0,1.1.4,1.1.2,1.0.3
Super Mario Warp Zone 2,1.0
Super Slide 64,1.0.1
TB8's Classic Pack 64,1.1
The Deteriorating Worlds - Prologue,1.0
The Super Mario Bros. Super Show 64,1.1
Thousand-Year Door 64,1.1b
Yoshi's Adventure 64,1.2b
Yoshi's Adventure 128 - Attack of the Factory,1.0.1
Ztar Attack 0.5 - Mario Escape from the Jail,1.1a
Ztar Attack 2 - A Blast to the Past,1.0b
